ISBN;Book-Title;Book-Author;Year-Of-Publication;Publisher
671505572;The BOOK OF VIRTUES VOLUME II OF AN AUDIO LIBRARY OF GREAT MORAL STORIES : An Audio Library of Great Moral Stories (Book Of Virtues Collection);William J Bennett;1994;Audioworks
553452991;The Firm;John Grisham;1991;Random House Audio
155800470;The Cat Who Moved a Mountain;Lilian Jackson Braun;1992;Audio Literature
811819353;New York: A Vertical Postcard Book (Panoramic);Ann Rhoney;1998;Chronicle Books
765343533;Pact of the Fathers;Ramsey Campbell;2003;Tor Books
765346435;The Last Jihad;Joel C Rosenberg;2003;Forge Books
894718207;Nostalgic Barbie: A Postcard Book;Running Press;1990;Running Press Book Publishers
312144512;The Year's Best Science Fiction: Thirteenth Annual Collection (Annual);Gardner Dozois;1996;St Martins Pr
67941133;Fried Green Tomatoes at the Whistle Stop Cafe/Audio Cassettes;Fannie Flagg;1992;Random House Trade
451187644;Fatal Analysis;Jack Chase;1996;Signet Book
812511999;Demogorgon;Brian Lumley;1992;Tor Books
671663585;INTO THE PIT;Warner Lee;1989;Pocket
61002615;Prodigy;Michael Stewart;1991;Harper Mass Market Paperbacks (Mm)
553157922;FELITA;NICHOLASA MOHR;1990;Skylark
743435842;The Excalibur Alternative;David Weber;2003;Baen
152013059;SOS Titanic;Eve Bunting;1996;Harcourt Paperbacks
1566400201;Dreams of Childhood: Postcard Book;Pomegranate Publishers;1992;Pomegranate Communications
933585136;Make It Country;Family Circle;1989;Family Circle
743525841;The Man in the Black Suit : 4 Dark Tales;Stephen King;2002;Audioworks
1558532331;Postcards From Life's Little Instruction Book;H Jackson, Jr Brown;1993;Rutledge Hill Press
1565657063;Camera Crafts: Creative Projects to Make With Your Camera and a Good Roll of Film;Cyndi Finkle;1997;Lowell House Juvenile
886778085;Daughter of Darkness;Ed Gorman;1998;Daw Books
1570427119;Void Moon;Michael Connelly;2000;Time Warner Audio Major
590451081;Great Ghosts;Daniel Cohen;1991;Scholastic
51706121;A Treasure of Tips to Amuse a Child: Crafts, Hobbies and Creative Ideas for the Child from Six to Twelve;June Johnson;1992;Gramercy Books
894715593;Beautiful Presents: The Creative Craft of Gift Wrapping;Richard Kollath;1987;Running Pr
89471838;Natural California: A Postcard Book;Not Applicable (Na );1990;Running Pr
743500547;Deadly Decisions : A Novel;Kathy Reichs;2000;Audioworks
312914997;The Best Horror Stories from the Magazines of Fantasy and Science Fiction;Edward L Ferman;1989;St Martins Pr (Mm)
425151891;House of Many Shadows;Barbara Michaels;1996;Berkley Publishing Group
140863222;The Regulators;Richard Bachman;1996;Penguin Highbridge Audio
743520955;From A Buick 8 : A Novel;Stephen King;2002;Audioworks
898231647;American Fiction: The Best Unpublished Stories by Emerging Writers (Vol 7);Tim O'Brien;1996;New Rivers Press
48624590;Dollhouse Furnishings for the Bedroom and Bath (Dover Needlework);Shep Stadtman;1984;Dover Publications
553568884;Darkspell;Katharine Kerr;1994;Bantam
373192754;Sheriff With The Wyoming-Size Heart (Harlequin Silhouette Romance, No 1275);Suzanne Snyder Jacobson;1997;Silhouette
373026420;Connoisseur's Choice;Dixie McKeone;1984;Harlequin
373028377;Apollo Man (Harlequin Romance, No. 2837);Jean S MacLeod;1987;Harlequin
373050011;Grand Theft: Heart;Marie Nicole;1984;Silhouette
55327807;Partners;John Martel;1989;Bantam Books
553216287;Winner Take All, No. 30;Nancy Holder;1984;Bantam Books
425077063;Inner Enemy;George R Bach;1985;Berkley Publishing Group
804108242;Changes and Chances;Mary Elmblad;1992;Ivy Books
380701626;Time Returns;Alexandra Ripley;1987;Harper Mass Market Paperbacks
380798484;Dark Before the Rising Sun;Laurie McBain;1988;Harper Mass Market Paperbacks (Mm)
523418264;Funeral Games;Mary Renault;1982;Pinnacle Books
821721135;Twilight Temptress;Sonya T Pelton;1987;Kensington Pub Corp (Mm)
345376951;China Lake;Anthony Hyde;1993;Ballantine Books
380405768;Insiders;Rosemary Rogers;1979;Avon
451401239;Give Me Tonight;Lisa Kleypas;1989;New Amer Library (Mm)
446341894;Rage of Angels;Sidney Sheldon;1985;Warner Books
821735926;No Greater Love;Julie Ellis;1991;Zebra Books
451141490;Smart Women Foolish Choices;Connell Cowan;0;Penguin Putnam~mass
821718436;Night Stone;Rick Hautala;1986;Zebra/pinnacle Books
590415883;Baby-Sitters on Board! (Baby-Sitters Club Super Special, 1);Ann M Martin;1988;Scholastic Paperbacks
42509507;Prizzi's Honor;Richard Condon;1986;Berkley Pub Group
449212890;Blood Red Rose;Maxwell Grant;1987;Fawcett Books
393955524;Heart of Darkness: An Authoritative Text, Backgrounds and Sources, Criticism (Norton Critical Editions);Joseph Conrad;1987;W W Norton & Company
380813831;Scientific Ufology : Roswell and Beyond--How Scientific Methodology Can Prove the Reality of Ufos;Kevin D Randle;2000;HarperTorch
819307831;Cunningham's rooster;Barbara Brenner;1975;Parents' Magazine Press
590604031;The Baby-Sitters Club: The Movie;Kathryn Cristaldi;1995;Scholastic
816706522;Copycat Dog;Michael Pellowski;1986;Troll Communications Llc
399226125;No Dogs Allowed;Howie Schneider;1995;Putnam Pub Group (J)
38512158;No One Noticed Ralph (Reading-on-My-Own Book);Bonnie Bishop;1979;Random House Childrens Books
60269456;Mr. Rabbit and the Lovely Present;Charlotte Zolotow;1962;HarperCollins
385335466;Sunset in St. Tropez;Danielle Steel;2002;Delacorte Press
38531972;Ghost Moon;Karen Robards;2000;Delacorte Press
671734172;Scented Gifts (The Little Scented Library);Valerie Janitch;1991;Simon & Schuster
820405388;Comedy High and Low: An Introduction to the Experience of Comedy;Maurice Charney;1991;Peter Lang Pub
425184102;Hanging Valley;Jack Ballas;2002;Berkley Publishing Group
843939001;Pistols for Hire, Tough Company;Nelson Nye;1996;Leisure Books
380758741;Whitney Cousins: Amelia;Jean Thesman;1990;Harper Mass Market Paperbacks (Mm)
449219453;Rummies;Peter Benchley;1990;Fawcett Books
440135974;Highland Fling;May MacIntosh;1978;Dell Publishing
531055744;Man and environment;Amos Henry Hawley;1975;New Viewpoints
874843383;Global Perspectives on Ecology;Thomas C Emmel;1977;McGraw Hill College Div
30899788;Yanomamo, the Fierce People (American Problem Studies);Napoleon A Chagnon;1977;Holt Rinehart and Winston
30899915;Comparative cultural analysis: An introduction to anthropology;Keith F Otterbein;1977;Holt, Rinehart and Winston
61013420;Worst Fears Realized;Stuart Woods;2000;HarperTorch
786014776;Bad Things;Tamara Thorne;2002;Pinnacle Books
1890957267;Fix It, Clean It and Make It Last: The Ultimate Guide to Making Your Household Items Last Forever;FC&A;2000;FC&A, Inc
373106556;Man-Hater (Harlequin Presents);Penny Jordan;1983;Harlequin
373114273;Out Of The Night (Harlequin Presents, No. 1427);David P Jordan;1991;Harlequin
373031041;City Girl, Country Girl (Harlequin Romance, No 3104);Mary Higgins Clark;1991;Harlequin
373031270;Love To Last (Harlequin Romance, No 3127);Samantha Day;1991;Harlequin
380781220;Three Weddings & a Kiss;Kathleen E Woodiwiss;1995;Avon
553502697;From the Corner of His Eye;DEAN KOONTZ;2000;Random House Audio
373111967;Chase The Dawn (Harlequin Presents, 1196);John N Walker;1989;Harlequin
373114265;Touch Of Love (Harlequin Presents, No 1426);Vanessa Grant;1991;Harlequin
373114257;Time To Let Go (Harlequin Presents, No 1425);Alison Fraser;1991;Harlequin
373114281;Wild Champagne (Harlequin Presents, No 1428);Kate Kingston;1991;Harlequin
373114303;Stormy Surrender (Harlequin Presents, No. 1430);Jim Wilson;1991;Harlequin
37311396;Rising Passion (Harlequin Presents, No 1396);Mark Stevens;1991;Harlequin
373113927;Bittersweet Revenge (Harlequin Presents, No 1392);Rosemary Hammond;1991;Harlequin
373114036;To Trust A Stranger (Harlequin Presents/#1403);Rosemary Gibson;1991;Harlequin
373113846;Passage Of The Night (Harlequin Presents, No 1384);Amanda Carpenter;1991;Harlequin
373031467;Never Doubt My Love (Harlequin Romance, No 3146);Katherine Arthur;1991;Harlequin
373099053;Wedding Knot (Silhouette Special Edition, No 905);Pamela Toth;1994;Silhouette
373073909;Cade Boudreau'S Revenge (Intimate Moments, No 390);Lindsay Longford;1991;Silhouette
373170068;Honeymoon Island;Lewty Marjorie;1987;Harlequin
373702485;Cherished Harbor (Harlequin Superromance, No 248);Kelly Walsh;1987;Harlequin
373224591;Follow Me Home: Rocky Mtn. RESCUE (Harlequin Intrigue, 459);Leona Karr;1998;Harlequin
373703708;In From The Cold (Superromance, 370);Lynn Erickson;1989;Harlequin
373224575;Her Shadow (Four Winds) (Harlequin Intrigue, No 457);Aimee Thurlo;1998;Harlequin
37309678;Uncommon Love (Silhouette Special Edition, No 678);Pat Warren;1991;Silhouette
373097069;Home Court Advantage (Silhouette Special Edition, No. 706);Andrea Edwards;1991;Silhouette
373096542;Hot Prospect (Silhouette Special Edition, No. 654);Kayla Daniels;1991;Silhouette
373031475;Civilised Arraanement (Harlequin Romance, No 3147);Catherine George;1991;Harlequin
553268082;Love Medicine;Louise Erdrich;1987;Bantam Books
373166788;Bachelor Daddy (Harlequin American Romance, No. 678);Linda Cajio;1997;Harlequin
373224532;Hero'S Son (The Kingsley Baby) (Harlequin Intrigue, No 453);Mark Stevens;1998;Harlequin
821747967;Princess of Fire (Zebra Historical Romance);Shannon Drake;1994;Kensington Pub Corp (Mm)
373166346;Rebel With A Cause (For Richer, For Poorer) (Harlequin American Romance, No 634);Geoff Hansen;1996;Harlequin
916547043;America in Prophecy;Ellen Gould Harmon White;1998;Inspiration Books East, Inc
37305811;Seduction Of Jake Tallman (Man Of The Month) (Silhouette Desire, No 811);Cait London;1993;Silhouette
37383263;Heat Wave (Best Of The Best) (Best of the Best Series);Barbara Delinsky;1993;Harlequin
373166338;Maverick Marriage (Wild West Weddings) (Harlequin American Romance, No 633);Cathy Gillen Thacker;1996;Harlequin
373074131;Jake'S Way (Silhouette Intimate Moments, No. 413);Kathleen Korbel;1991;Silhouette
553440055;Penthouse Suite (Loveswept, No 374);Sandra Chastain;1989;Loveswept
373224605;His Betrothed (Her Protector) (Harlequin Intrigue, No 460);Vivian Leiber;1998;Harlequin
373484011;King Of The Castle;Heather Graham Pozzessere;1999;Silhouette
373224168;His Kind Of Trouble (Harlequin Intrigue, No 416);Vivian Leiber;1997;Harlequin
843921110;Dark Destiny;Alexandra Lang-Carlin;1984;Leisure Books
373162200;When Hearts Dream (Harlequin American Romance 220);Laurel Pace;1987;Harlequin
373088507;Storky Jones Is Back In Town (Silhouette Romance, No. 850);Ralph Peters;1992;Silhouette
373166052;Cowboy Hires A Wife (1-800-Husband) (Harlequin American Romance, No 605);Jenna McKnight;1995;Harlequin
373224141;Redemption Of Deke Summers  (Hidden Identity) (Harlequin Intrigue, No 414);Jim Wilson;1997;Harlequin
373224583;Brother'S Wife (The Kingsley Baby) (Harlequin Intrigue, No 458);Mark Stevens;1998;Harlequin
446603236;Prim Rose;Millie Criswell;1996;Warner Books
821748688;Forever and a Day (To Love Again);Fay Kilgore;1995;Zebra Books
1551662817;Garden Of Scandal;Jennifer Blake;1997;Mira
373600771;Human Touch  (Rita Award);Glenda Sanders;1996;Silhouette
671737708;Moonfire;Linda Lael Miller;1991;Pocket
821757458;Horizons;Catherine Hart;1997;Zebra Books
821736752;Scarlet Sunset, Silver Nights (Heartfire Romance);Leigh Greenwood;1992;Zebra Books
373031572;Pulse Points (Harlequin Romance, No 3157);Heather Allison;1991;Harlequin
553220241;Wicked Jake Darcy (Loveswept, No 364);Iris Johansen;1989;Loveswept
140093850;Playing the Private College Admissions Game;Richard Moll;1986;Penguin USA
345428889;The Umbrella Country (Ballantine Reader's Circle);Bino A Realuyo;1999;Ballantine Books
1855940027;The Kiss;Linda Cullen;1991;Attic Press
380898187;Forever in Your Embrace;Kathleen E Woodiwiss;1992;Avon
515085936;The Rope Dancer;Roberta Gellis;1986;Berkley Pub Group
68804784;The Not-So-Great Moments in Sports;Tim Braine;1986;Harpercollins
899083242;The Vietnam War: Opposing Viewpoints;David L Bender;1990;Greenhaven Press
883341093;Understanding the Essay;Edward O Shakespeare;1978;Longman Publishing Group
397473044;The art of making sense: A guide to logical thinking;Lionel Ruby;1974;Lippincott
936676523;Todd (Gentle Revolution Ser.);David Melton;1985;Natl Book Network
385299095;No Greater Love;Danielle Steel;1991;Delacorte Press
39526619;A Field Guide to the Birds: Of Eastern and Central North America;Roger Tory Peterson;1984;Houghton Mifflin Co
872169472;Shaman;Coffey;1982;Playboy Mass Market Paperbacks
747260729;Among the Missing;Richard Laymon;2000;Headline Book Publishing
30384427;A Book of Short Stories 1 (Perspectives in literature);Holt;1991;Harcourt School
881845949;Horror: 100 Best Books;Stephen Jones;1990;Pub Group West
380507730;100 Great Science Fiction Short Short Stories;Isaac Asimov;1985;Avon Books
785315926;365 science projects & activities;Phyllis Jean Perry;1996;Publications International
373252021;Designing Woman (Harlequin Temptation);Candace Schuler;1986;Harlequin
449203905;Earth Abides;George R Stewart;1983;Fawcett Books
373024460;Innocent Abroad;Jessica Steele;1981;Harlequin Sales Corp (Mm)
37310653;Chains Of Regret;Author Unknown;1983;Harlequin
373105568;Elusive Lover;Carole Mortimer;1982;Harlequin
373104847;Marriage Without Love (Harlequin Presents);Penny Jordan;1982;Harlequin Books
373104790;Point of No Return (Harlequin Presents);Carole Mortimer;1982;Harlequin Books
373104766;Bitter Harvest;Anne Hampson;1982;Harlequin Books
373103557;Darling Deceiver;Daphne Clair;1980;Pocket Books
395430232;All of the Above;Christi Killien;1987;Houghton Mifflin Co
440194342;Web of Desire (Candlelight Ecstasy Classic, No 31);Jean Hager;1987;Bantam Books (Mm)
679446230;Things Fall Apart (Everyman's Library);CHINUA ACHEBE;1995;Everyman's Library
140869352;Apt Pupil;Stephen King;1998;Penguin Audiobooks
895860775;Herbs;N J Lathrop;1981;Berkley Pub Group
822437694;Lonely One;Richard Laymon;1985;Pearson Prentice Hall
822434628;Shootout at Joe's;Richard Laymon;1984;Pearson Prentice Hall
312872879;Death of A Marionette;Frank M Robinson;2000;Forge
1574534920;Pegasus in Flight and To Ride Pegasus;Anne McCaffrey;2002;Audio Literature
157064120;Barney's Book of Hugs;Sheryl Leach;1997;Barney Publishing
68811055;Chloe in the Know;Judith Caseley;1993;Greenwillow Books
743504445;Dreamcatcher : A Novel;Stephen King;2001;Audioworks
817211780;Decorative crafts;Linda Hetzer;1978;Raintree
821748971;The Stake;Richard Laymon;1995;Zebra Books
553456482;Comfort from a Country Quilt: Finding New Inspiration and Strength from Old-Fashioned Values;Reba McEntire;1999;Random House
793820103;The Guide to Owning a Finch;Rod Fischer;1997;TFH Publications
843122749;Amazing but True (Amazing Mini Book Series);Owl Magazine;1988;Price Stern Sloan
307988635;In the Spotlight (Little Golden Book);MARIE MORREALE;1998;Golden Books
679436960;Executive Orders;Tom Clancy;1996;Random House Audio
553575058;Zero at the Bone;Mary Willis Walker;1997;Bantam Books
892839929;Forgiving Our Parents Forgiving Ourselves: Healing Adult Children of Dysfunctional Families;David, Dr Stoop;1997;Servant Publications
312252439;Do What Thou Wilt : A Life of Aleister Crowley;Lawrence Sutin;2000;St Martin's Press
892966432;Death of a Dentist;M C Beaton;1997;Warner Books Inc
877453462;Traps (Iowa Short Fiction Award, 1991);Sondra Spatt Olsen;1991;University of Iowa Press
670825921;Of Desire;David Helwig;1991;Penguin USA
60252022;Alien Child;Pamela Sargent;1988;HarperCollins Publishers
385415028;Listening in the Dusk;Celia Fremlin;1990;Doubleday Books
385297394;Don't Look Behind You;Lois Duncan;1989;Delacorte Press
684162679;Death in Albert Park;Leo Bruce;1979;Scribner
312021798;The Covenant;Michael Falconer Anderson;1988;Horizon Book Promotions
1568952023;Borderliners (Wheeler Large Print Book);Barbara Haveland;1995;Wheeler Publishing
807261890;Mick Harte Was Here;Barbara Park;2001;Listening Library
446516864;Secret Admirer;Patricia Bourgeau;1995;Warner Books
385148380;Needlepoint Designs from Asia: 30 Exotic Designs from Persia, India, Korea, China, and Japan;Gay Ann Rogers;1983;Doubleday Books
671432672;TWILIGHT;Leigh Nichols;1984;Pocket
783547528;Birding (Nature Company Guide);Joseph Michael Forshaw;1995;Time-Life Books
425169219;Death in the Clouds (Agatha Christie Mysteries Collection (Paperback));Agatha Christie;1998;Berkley Publishing Group
600351750;Kew Gardening Guide: Flowering Bulbs for the Garden;Brian Mathew;1987;Harcourt Brace
375401075;Michael Crichton's Jurassic World;Michael Crichton;1997;Alfred A Knopf
1550225480;Ghost Rider: Travels on the Healing Road;Neil Peart;2002;ECW Press
312195753;The Awakening: Complete, Authoritative Text With Biographical, Historical, and Cultural Contexts, Critical History, and Essays from Contemporary Critical (Case Studies in Contemporary Criticism);Kate Chopin;1999;Bedford Books
60176644;Thief of Light: A Novel;David Ramus;1995;Harpercollins
670479586;Miss Rumphius;Barbara Cooney;1982;Viking Press
385316860;Secrecy;Belva Plain;1997;Bantam Dell Pub Group
915308940;If You Want to Write: A Book about Art, Independence and Spirit;Brenda Ueland;1987;Graywolf Press
865475431;Living on the Wind: Across the Hemisphere With Migratory Birds;Scott Weidensaul;1999;North Point Press
140170138;The Maine Woods (Penguin Nature Library);Henry David Thoreau;1988;Penguin Books
25372300;A SEASON ON THE BRINK;John Feinstein;1986;Scribner
395285216;My First Summer in the Sierra;John Muir;1979;Houghton Mifflin Co
30693012;Beyond the Wall: Essays from the Outside;Edward Abbey;1988;Holt Rinehart and Winston
